Date,Open,Adj Close
2021-09-09,251.14,251.62
2021-09-10,253.2,245.42
2021-09-13,246.74,247.67
2021-09-14,247.52,248.16
2021-09-15,248.33,251.94
2021-09-16,250.94,252.33
2021-09-17,252.38,253.16
2021-09-20,244.85,243.39
2021-09-21,244.93,246.46
2021-09-22,247.84,250.65
2021-09-23,251.67,251.21
2021-09-24,248.63,258.13
2021-09-27,257.71,263.79
2021-09-28,262.4,259.19
2021-09-29,259.93,260.44
2021-09-30,260.33,258.49
2021-10-01,259.47,258.41
2021-10-04,265.5,260.51
2021-10-05,261.6,260.2
2021-10-06,258.73,260.92
2021-10-07,261.82,264.54
2021-10-08,265.4,261.83
2021-10-11,262.55,263.98
2021-10-12,266.98,268.57
2021-10-13,270.16,270.36
2021-10-14,271.83,272.77
2021-10-15,274.58,281.01
2021-10-18,283.93,290.04
2021-10-19,292.51,288.09
2021-10-20,288.45,288.6
2021-10-21,285.33,298.0
2021-10-22,298.5,303.23
2021-10-25,316.84,341.62
2021-10-26,341.56,339.48
2021-10-27,346.55,345.95
2021-10-28,356.1,359.01
2021-10-29,360.62,371.33
2021-11-01,381.67,402.86
2021-11-02,386.45,390.67
2021-11-03,392.44,404.62
2021-11-04,411.47,409.97
2021-11-05,409.33,407.36
2021-11-08,383.26,387.65
2021-11-09,391.2,341.17
2021-11-10,336.8,355.98
2021-11-11,367.59,354.5
2021-11-12,349.17,344.47
2021-11-15,339.21,337.8
2021-11-16,334.44,351.58
2021-11-17,354.5,363.0
2021-11-18,368.85,365.46
2021-11-19,366.29,379.02
2021-11-22,387.44,385.62
2021-11-23,389.17,369.68
2021-11-24,360.13,372.0
2021-11-26,366.49,360.64
2021-11-29,367.0,379.0
2021-11-30,381.46,381.59
2021-12-01,386.9,365.0
2021-12-02,366.35,361.53
2021-12-03,361.6,338.32
2021-12-06,333.84,336.34
2021-12-07,348.07,350.58
2021-12-08,350.9,356.32
2021-12-09,353.55,334.6
2021-12-10,336.25,339.01
2021-12-13,333.7,322.14
2021-12-14,315.0,319.5
2021-12-15,317.74,325.33
2021-12-16,331.5,308.97
2021-12-17,304.92,310.86
2021-12-20,303.57,299.98
2021-12-21,305.62,312.84
2021-12-22,321.89,336.29
2021-12-23,335.6,355.67
2021-12-27,357.89,364.65
2021-12-28,369.83,362.82
2021-12-29,366.21,362.06
2021-12-30,353.78,356.78
2021-12-31,357.81,352.26
2022-01-03,382.58,399.93
2022-01-04,396.52,383.2
2022-01-05,382.22,362.71
2022-01-06,359.0,354.9
2022-01-07,360.12,342.32
2022-01-10,333.33,352.71
2022-01-11,351.22,354.8
2022-01-12,359.62,368.74
2022-01-13,369.69,343.85
2022-01-14,339.96,349.87
2022-01-18,342.2,343.5
2022-01-19,347.24,331.88
2022-01-20,336.58,332.09
2022-01-21,332.11,314.63
2022-01-24,301.59,310.0
2022-01-25,304.73,306.13
2022-01-26,317.48,312.47
2022-01-27,311.12,276.37
2022-01-28,277.19,282.12
2022-01-31,290.9,312.24
2022-02-01,311.74,310.42
2022-02-02,309.39,301.89
2022-02-03,294.0,297.05
2022-02-04,299.07,307.77
2022-02-07,307.93,302.45
2022-02-08,301.84,307.33
2022-02-09,311.67,310.67
2022-02-10,302.79,301.52
2022-02-11,303.21,286.67
2022-02-14,287.19,291.92
2022-02-15,300.0,307.48
2022-02-16,304.68,307.8
2022-02-17,304.42,292.12
2022-02-18,295.33,285.66
2022-02-22,278.04,273.84
2022-02-23,276.81,254.68
2022-02-24,233.46,266.92
2022-02-25,269.74,269.96
2022-02-28,271.67,290.14
2022-03-01,289.89,288.12
2022-03-02,290.71,293.3
2022-03-03,292.92,279.76
2022-03-04,283.03,279.43
2022-03-07,285.43,268.19
2022-03-08,265.18,274.8
2022-03-09,279.83,286.32
2022-03-10,283.82,279.43
2022-03-11,280.07,265.12
2022-03-14,260.2,255.46
2022-03-15,258.42,267.3
2022-03-16,269.67,280.08
2022-03-17,277.0,290.53
2022-03-18,291.5,301.8
2022-03-21,304.99,307.05
2022-03-22,310.0,331.33
2022-03-23,326.65,333.04
2022-03-24,336.58,337.97
2022-03-25,336.0,336.88
2022-03-28,355.03,363.95
2022-03-29,369.33,366.52
2022-03-30,363.72,364.66
2022-03-31,364.86,359.2
2022-04-01,360.38,361.53
2022-04-04,363.13,381.82
2022-04-05,378.77,363.75
2022-04-06,357.82,348.59
2022-04-07,350.8,352.42
2022-04-08,347.74,341.83
2022-04-11,326.8,325.31
2022-04-12,332.55,328.98
2022-04-13,327.03,340.79
2022-04-14,333.1,328.33
2022-04-18,329.68,334.76
2022-04-19,335.02,342.72
2022-04-20,343.33,325.73
2022-04-21,358.24,336.26
2022-04-22,338.3,335.02
2022-04-25,326.32,332.67
2022-04-26,331.81,292.14
2022-04-27,299.53,293.84
2022-04-28,299.99,292.5
2022-04-29,300.75,290.25
2022-05-02,286.92,300.98
2022-05-03,301.06,303.08
2022-05-04,301.31,317.54
2022-05-05,313.01,291.09
2022-05-06,295.67,288.55
2022-05-09,278.82,262.37
2022-05-10,273.1,266.68
2022-05-11,265.0,244.67
2022-05-12,233.67,242.67
2022-05-13,257.83,256.53
2022-05-16,255.72,241.46
2022-05-17,249.12,253.87
2022-05-18,248.17,236.6
2022-05-19,235.67,236.47
2022-05-20,238.0,221.3
2022-05-23,218.34,224.97
2022-05-24,217.84,209.39
2022-05-25,207.95,219.6
2022-05-26,220.47,235.91
2022-05-27,241.08,253.21
2022-05-31,257.95,252.75
2022-06-01,251.72,246.79
2022-06-02,244.16,258.33
2022-06-03,243.23,234.52
2022-06-06,244.35,238.28
2022-06-07,234.0,238.89
2022-06-08,240.09,241.87
2022-06-09,249.34,239.71
2022-06-10,235.16,232.23
2022-06-13,223.17,215.74
2022-06-14,218.29,220.89
2022-06-15,220.92,233.0
2022-06-16,222.74,213.1
2022-06-17,213.43,216.76
2022-06-21,224.6,237.04
2022-06-22,234.5,236.09
2022-06-23,237.91,235.07
2022-06-24,237.47,245.71
2022-06-27,249.37,244.92
2022-06-28,244.48,232.66
2022-06-29,230.5,228.49
2022-06-30,224.51,224.47
2022-07-01,227.0,227.26
2022-07-05,223.0,233.07
2022-07-06,230.78,231.73
2022-07-07,233.92,244.54
2022-07-08,242.33,250.76
2022-07-11,252.1,234.34
2022-07-12,236.85,233.07
2022-07-13,225.5,237.04
2022-07-14,234.9,238.31
2022-07-15,240.0,240.07
2022-07-18,244.94,240.55
2022-07-19,245.0,245.53
2022-07-20,246.78,247.5
2022-07-21,255.11,271.71
2022-07-22,276.22,272.24
2022-07-25,272.22,268.43
2022-07-26,266.51,258.86
2022-07-27,263.81,274.82
2022-07-28,280.07,280.9
2022-07-29,280.7,297.15
2022-08-01,301.28,297.28
2022-08-02,294.0,300.59
2022-08-03,305.0,307.4
2022-08-04,311.0,308.63
2022-08-05,302.67,288.17
2022-08-08,295.0,290.42
2022-08-09,290.29,283.33
2022-08-10,297.07,294.36
2022-08-11,296.51,286.63
2022-08-12,289.42,300.03
2022-08-15,301.79,309.32
2022-08-16,311.67,306.56
2022-08-17,303.4,304.0
2022-08-18,306.0,302.87
2022-08-19,299.0,296.67
2022-08-22,291.91,289.91
2022-08-23,291.45,296.45
2022-08-24,297.56,297.1
2022-08-25,302.36,296.07
2022-08-26,297.43,288.09
2022-08-29,282.83,284.82
2022-08-30,287.87,277.7
2022-08-31,280.62,275.61
2022-09-01,272.58,277.16
2022-09-02,281.07,270.21
2022-09-06,272.68,274.42
2022-09-07,273.1,283.7
2022-09-08,281.3,289.26
2022-09-09,291.67,299.68
2022-09-12,300.72,304.42
2022-09-13,292.9,292.13
2022-09-14,292.24,302.61
2022-09-15,301.83,303.75
2022-09-16,299.61,303.35
2022-09-19,300.09,309.07
2022-09-20,306.91,308.73
2022-09-21,308.29,300.8
2022-09-22,299.86,288.59
2022-09-23,283.09,275.33
2022-09-26,271.83,276.01
2022-09-27,283.84,282.94
2022-09-28,283.08,287.81
2022-09-29,282.76,268.21
2022-09-30,266.15,265.25
2022-10-03,254.5,242.4
2022-10-04,250.52,249.44
2022-10-05,245.01,240.81
2022-10-06,239.44,238.13
2022-10-07,233.94,223.07
2022-10-10,223.93,222.96
2022-10-11,220.95,216.5
2022-10-12,215.33,217.24
2022-10-13,208.3,221.72
2022-10-14,224.01,204.99
2022-10-17,210.04,219.35
2022-10-18,229.5,220.19
2022-10-19,219.8,222.04
2022-10-20,208.28,207.28
2022-10-21,206.42,214.44
2022-10-24,205.82,211.25
2022-10-25,210.1,222.42
2022-10-26,219.4,224.64
2022-10-27,229.77,225.09
2022-10-28,225.4,228.52
2022-10-31,226.19,227.54
2022-11-01,234.05,227.82
2022-11-02,226.04,214.98
2022-11-03,211.36,215.31
2022-11-04,222.6,207.47
2022-11-07,208.65,197.08
2022-11-08,194.02,191.3
2022-11-09,190.78,177.59
2022-11-10,189.9,190.72
2022-11-11,186.0,195.97
2022-11-14,192.77,190.95
2022-11-15,195.88,194.42
2022-11-16,191.51,186.92
2022-11-17,183.96,183.17
2022-11-18,185.05,180.19
2022-11-21,175.85,167.87
2022-11-22,168.63,169.91
2022-11-23,173.57,183.2
2022-11-25,185.06,182.86
2022-11-28,179.96,182.92
2022-11-29,184.99,180.83
2022-11-30,182.43,194.7
2022-12-01,197.08,194.7
2022-12-02,191.78,194.86
2022-12-05,189.44,182.45
2022-12-06,181.22,179.82
2022-12-07,175.03,174.04
2022-12-08,172.2,173.44
2022-12-09,173.84,179.05
2022-12-12,176.1,167.82
2022-12-13,174.87,160.95
2022-12-14,159.25,156.8
2022-12-15,153.44,157.67
2022-12-16,159.64,150.23
2022-12-19,154.0,149.87
2022-12-20,146.05,137.8
2022-12-21,139.34,137.57
2022-12-22,136.0,125.35
2022-12-23,126.37,123.15
2022-12-27,117.5,109.1
2022-12-28,110.35,112.71
2022-12-29,120.39,121.82
2022-12-30,119.95,123.18
2023-01-03,118.47,108.1
2023-01-04,109.11,113.64
2023-01-05,110.51,110.34
2023-01-06,103.0,113.06
2023-01-09,118.96,119.77
2023-01-10,121.07,118.85
2023-01-11,122.09,123.22
2023-01-12,122.56,123.56
2023-01-13,116.55,122.4
2023-01-17,125.7,131.49
2023-01-18,136.56,128.78
2023-01-19,127.26,127.17
2023-01-20,128.68,133.42
2023-01-23,135.87,143.75
2023-01-24,143.0,143.89
2023-01-25,141.91,144.43
2023-01-26,159.97,160.27
2023-01-27,162.43,177.9
2023-01-30,178.05,166.66
