,Date,Datey,Datem,Open,High,Low,Close,Adj Close,Revenue,Volume
130,2000-07-10,2000,7,1478.9,1486.56,1474.76,1475.62,1475.62,-3.2800000000002,838700000
131,2000-07-11,2000,7,1475.62,1488.77,1470.48,1480.88,1480.88,5.260000000000218,980500000
132,2000-07-12,2000,7,1480.88,1497.69,1480.88,1492.92,1492.92,12.039999999999964,1001200000
133,2000-07-13,2000,7,1492.92,1501.39,1489.65,1495.84,1495.84,2.9199999999998454,1026800000
134,2000-07-14,2000,7,1495.84,1509.99,1494.56,1509.98,1509.98,14.1400000000001,960600000
135,2000-07-17,2000,7,1509.98,1517.32,1505.26,1510.49,1510.49,0.5099999999999909,906000000
136,2000-07-18,2000,7,1510.49,1510.49,1491.35,1493.74,1493.74,-16.75,908300000
137,2000-07-19,2000,7,1493.74,1495.63,1479.92,1481.96,1481.96,-11.779999999999973,909400000
138,2000-07-20,2000,7,1481.96,1501.92,1481.96,1495.57,1495.57,13.6099999999999,1064600000
139,2000-07-21,2000,7,1495.57,1495.57,1477.91,1480.19,1480.19,-15.379999999999882,968300000
140,2000-07-24,2000,7,1480.19,1485.88,1463.8,1464.29,1464.29,-15.900000000000091,880300000
141,2000-07-25,2000,7,1464.29,1476.23,1464.29,1474.47,1474.47,10.180000000000064,969400000
142,2000-07-26,2000,7,1474.47,1474.47,1452.42,1452.42,1452.42,-22.049999999999955,1235800000
143,2000-07-27,2000,7,1452.42,1464.91,1445.33,1449.62,1449.62,-2.800000000000182,1156400000
144,2000-07-28,2000,7,1449.62,1456.68,1413.89,1419.89,1419.89,-29.72999999999979,980000000
145,2000-07-31,2000,7,1419.89,1437.65,1418.71,1430.83,1430.83,10.939999999999827,952600000
146,2000-08-01,2000,8,1430.83,1443.54,1428.96,1438.1,1438.1,7.269999999999982,938700000
147,2000-08-02,2000,8,1438.1,1451.59,1433.49,1438.7,1438.7,0.6000000000001364,994500000
148,2000-08-03,2000,8,1438.7,1454.19,1425.43,1452.56,1452.56,13.8599999999999,1095600000
149,2000-08-04,2000,8,1452.56,1462.93,1451.31,1462.93,1462.93,10.370000000000118,956000000
150,2000-08-07,2000,8,1462.93,1480.8,1460.72,1479.32,1479.32,16.389999999999873,854800000
151,2000-08-08,2000,8,1479.32,1484.52,1472.61,1482.8,1482.8,3.480000000000018,992200000
152,2000-08-09,2000,8,1482.8,1490.33,1471.16,1472.87,1472.87,-9.930000000000064,1054000000
153,2000-08-10,2000,8,1472.87,1475.15,1459.89,1460.25,1460.25,-12.61999999999989,940800000
154,2000-08-11,2000,8,1460.25,1475.72,1453.06,1471.84,1471.84,11.589999999999918,835500000
155,2000-08-14,2000,8,1471.84,1491.64,1468.56,1491.56,1491.56,19.720000000000027,783800000
156,2000-08-15,2000,8,1491.56,1493.12,1482.74,1484.43,1484.43,-7.129999999999882,895900000
157,2000-08-16,2000,8,1484.43,1496.09,1475.74,1479.85,1479.85,-4.580000000000155,929800000
158,2000-08-17,2000,8,1479.85,1499.32,1479.85,1496.07,1496.07,16.220000000000027,922400000
159,2000-08-18,2000,8,1496.07,1499.47,1488.99,1491.72,1491.72,-4.349999999999909,821400000
160,2000-08-21,2000,8,1491.72,1502.84,1491.13,1499.48,1499.48,7.759999999999991,731600000
161,2000-08-22,2000,8,1499.48,1508.45,1497.42,1498.13,1498.13,-1.349999999999909,818800000
162,2000-08-23,2000,8,1498.13,1507.2,1489.52,1505.97,1505.97,7.839999999999918,871000000
163,2000-08-24,2000,8,1505.97,1511.16,1501.25,1508.31,1508.31,2.339999999999918,837100000
164,2000-08-25,2000,8,1508.31,1513.47,1505.09,1506.45,1506.45,-1.8599999999999,685600000
165,2000-08-28,2000,8,1506.45,1523.95,1506.45,1514.09,1514.09,7.639999999999873,733600000
166,2000-08-29,2000,8,1514.09,1514.81,1505.46,1509.84,1509.84,-4.25,795600000
167,2000-08-30,2000,8,1509.84,1510.49,1500.09,1502.59,1502.59,-7.25,818400000
168,2000-08-31,2000,8,1502.59,1525.21,1502.59,1517.68,1517.68,15.090000000000146,1056600000
169,2000-09-01,2000,9,1517.68,1530.09,1515.53,1520.77,1520.77,3.089999999999918,767700000
170,2000-09-05,2000,9,1520.77,1520.77,1504.21,1507.08,1507.08,-13.690000000000055,838500000
171,2000-09-06,2000,9,1507.08,1512.61,1492.12,1492.25,1492.25,-14.829999999999927,995100000
172,2000-09-07,2000,9,1492.25,1505.34,1492.25,1502.51,1502.51,10.259999999999991,985500000
173,2000-09-08,2000,9,1502.51,1502.51,1489.88,1494.5,1494.5,-8.009999999999991,961000000
174,2000-09-11,2000,9,1494.5,1506.76,1483.01,1489.26,1489.26,-5.240000000000009,899300000
175,2000-09-12,2000,9,1489.26,1496.93,1479.67,1481.99,1481.99,-7.269999999999982,991200000
176,2000-09-13,2000,9,1481.99,1487.45,1473.61,1484.91,1484.91,2.9200000000000728,1068300000
177,2000-09-14,2000,9,1484.91,1494.16,1476.73,1480.87,1480.87,-4.040000000000191,1014000000
178,2000-09-15,2000,9,1480.87,1480.96,1460.22,1465.81,1465.81,-15.059999999999945,1268400000
179,2000-09-18,2000,9,1465.81,1467.77,1441.92,1444.51,1444.51,-21.299999999999955,962500000
180,2000-09-19,2000,9,1444.51,1461.16,1444.51,1459.9,1459.9,15.3900000000001,1024900000
181,2000-09-20,2000,9,1459.9,1460.49,1430.95,1451.34,1451.34,-8.560000000000173,1104000000
182,2000-09-21,2000,9,1451.34,1452.77,1436.3,1449.05,1449.05,-2.2899999999999636,1105400000
183,2000-09-22,2000,9,1449.05,1449.05,1421.88,1448.72,1448.72,-0.32999999999992724,1185500000
184,2000-09-25,2000,9,1448.72,1457.42,1435.93,1439.03,1439.03,-9.690000000000055,982400000
185,2000-09-26,2000,9,1439.03,1448.04,1425.25,1427.21,1427.21,-11.819999999999936,1106600000
186,2000-09-27,2000,9,1427.21,1437.22,1419.44,1426.57,1426.57,-0.6400000000001,1174700000
187,2000-09-28,2000,9,1426.57,1461.69,1425.78,1458.29,1458.29,31.720000000000027,1206200000
188,2000-09-29,2000,9,1458.29,1458.29,1436.29,1436.51,1436.51,-21.779999999999973,1197100000
189,2000-10-02,2000,10,1436.52,1445.6,1429.83,1436.23,1436.23,-0.2899999999999636,1051200000
190,2000-10-03,2000,10,1436.23,1454.82,1425.28,1426.46,1426.46,-9.769999999999982,1098100000
191,2000-10-04,2000,10,1426.46,1439.99,1416.31,1434.32,1434.32,7.8599999999999,1167400000
192,2000-10-05,2000,10,1434.32,1444.17,1431.8,1436.28,1436.28,1.9600000000000364,1176100000
193,2000-10-06,2000,10,1436.28,1443.3,1397.06,1408.99,1408.99,-27.289999999999964,1150100000
194,2000-10-09,2000,10,1408.99,1409.69,1392.48,1402.03,1402.03,-6.960000000000036,716600000
195,2000-10-10,2000,10,1402.03,1408.83,1383.85,1387.02,1387.02,-15.009999999999991,1044000000
196,2000-10-11,2000,10,1387.02,1387.02,1349.67,1364.59,1364.59,-22.430000000000064,1387500000
197,2000-10-12,2000,10,1364.59,1374.93,1328.06,1329.78,1329.78,-34.809999999999945,1388600000
198,2000-10-13,2000,10,1329.78,1374.17,1327.08,1374.17,1374.17,44.3900000000001,1223900000
199,2000-10-16,2000,10,1374.17,1379.48,1365.06,1374.62,1374.62,0.4499999999998181,1005400000
200,2000-10-17,2000,10,1374.62,1380.99,1342.34,1349.97,1349.97,-24.649999999999864,1161500000
201,2000-10-18,2000,10,1349.97,1356.65,1305.79,1342.13,1342.13,-7.839999999999918,1441700000
202,2000-10-19,2000,10,1342.13,1389.93,1342.13,1388.76,1388.76,46.62999999999988,1297900000
203,2000-10-20,2000,10,1388.76,1408.47,1382.19,1396.93,1396.93,8.170000000000073,1177400000
204,2000-10-23,2000,10,1396.93,1406.96,1387.75,1395.78,1395.78,-1.150000000000091,1046800000
205,2000-10-24,2000,10,1395.78,1415.64,1388.13,1398.13,1398.13,2.3500000000001364,1158600000
206,2000-10-25,2000,10,1398.13,1398.13,1362.21,1364.9,1364.9,-33.23000000000002,1315600000
207,2000-10-26,2000,10,1364.9,1372.72,1337.81,1364.44,1364.44,-0.4600000000000364,1303800000
208,2000-10-27,2000,10,1364.44,1384.57,1364.13,1379.58,1379.58,15.139999999999873,1086300000
209,2000-10-30,2000,10,1379.58,1406.36,1376.86,1398.66,1398.66,19.080000000000155,1186500000
210,2000-10-31,2000,10,1398.66,1432.22,1398.66,1429.4,1429.4,30.74000000000001,1366400000
211,2000-11-01,2000,11,1429.4,1429.6,1410.45,1421.22,1421.22,-8.180000000000064,1206800000
212,2000-11-02,2000,11,1421.22,1433.4,1421.22,1428.32,1428.32,7.099999999999909,1167700000
213,2000-11-03,2000,11,1428.32,1433.21,1420.92,1426.69,1426.69,-1.6299999999998818,997700000
214,2000-11-06,2000,11,1428.76,1438.46,1427.72,1432.19,1432.19,3.4300000000000637,930900000
215,2000-11-07,2000,11,1432.19,1436.22,1423.26,1431.87,1431.87,-0.3200000000001637,880900000
216,2000-11-08,2000,11,1431.87,1437.28,1408.78,1409.28,1409.28,-22.589999999999918,909300000
217,2000-11-09,2000,11,1409.28,1409.28,1369.68,1400.14,1400.14,-9.139999999999873,1111000000
218,2000-11-10,2000,11,1400.14,1400.14,1365.97,1365.98,1365.98,-34.16000000000008,962500000
219,2000-11-13,2000,11,1365.98,1365.98,1328.62,1351.26,1351.26,-14.720000000000027,1129300000
220,2000-11-14,2000,11,1351.26,1390.06,1351.26,1382.95,1382.95,31.690000000000055,1118800000
221,2000-11-15,2000,11,1382.95,1395.96,1374.75,1389.81,1389.81,6.8599999999999,1066800000
222,2000-11-16,2000,11,1389.81,1394.76,1370.39,1372.32,1372.32,-17.49000000000001,956300000
223,2000-11-17,2000,11,1372.32,1384.85,1355.55,1367.72,1367.72,-4.599999999999909,1070400000
224,2000-11-20,2000,11,1367.72,1367.72,1341.67,1342.62,1342.62,-25.100000000000136,955800000
225,2000-11-21,2000,11,1342.62,1355.87,1333.62,1347.35,1347.35,4.730000000000018,1137100000
226,2000-11-22,2000,11,1347.35,1347.35,1321.89,1322.36,1322.36,-24.99000000000001,963200000
227,2000-11-24,2000,11,1322.36,1343.83,1322.36,1341.77,1341.77,19.410000000000082,404870000
228,2000-11-27,2000,11,1341.77,1362.5,1341.77,1348.97,1348.97,7.2000000000000455,946100000
229,2000-11-28,2000,11,1348.97,1358.81,1334.97,1336.09,1336.09,-12.88000000000011,1028200000
230,2000-11-29,2000,11,1336.09,1352.38,1329.28,1341.93,1341.93,5.8400000000001455,402100000
231,2000-11-30,2000,11,1341.91,1341.91,1294.9,1314.95,1314.95,-26.960000000000036,1186530000
232,2000-12-01,2000,12,1314.95,1334.67,1307.02,1315.23,1315.23,0.2799999999999727,1195200000
233,2000-12-04,2000,12,1315.18,1332.06,1310.23,1324.97,1324.97,9.789999999999964,1103000000
234,2000-12-05,2000,12,1324.97,1376.56,1324.97,1376.54,1376.54,51.569999999999936,900300000
235,2000-12-06,2000,12,1376.54,1376.54,1346.15,1351.46,1351.46,-25.079999999999927,1399300000
236,2000-12-07,2000,12,1351.46,1353.5,1339.26,1343.55,1343.55,-7.910000000000082,1128000000
237,2000-12-08,2000,12,1343.55,1380.33,1343.55,1369.89,1369.89,26.340000000000146,1358300000
238,2000-12-11,2000,12,1369.89,1389.05,1364.14,1380.2,1380.2,10.309999999999945,1202400000
239,2000-12-12,2000,12,1380.2,1380.27,1370.27,1371.18,1371.18,-9.019999999999982,1083400000
240,2000-12-13,2000,12,1371.18,1385.82,1358.48,1359.99,1359.99,-11.190000000000055,1195100000
241,2000-12-14,2000,12,1359.99,1359.99,1340.48,1340.93,1340.93,-19.059999999999945,1061300000
242,2000-12-15,2000,12,1340.93,1340.93,1305.38,1312.15,1312.15,-28.779999999999973,1561100000
243,2000-12-18,2000,12,1312.15,1332.32,1312.15,1322.74,1322.74,10.589999999999918,1189900000
244,2000-12-19,2000,12,1322.96,1346.44,1305.2,1305.6,1305.6,-17.360000000000127,1324900000
245,2000-12-20,2000,12,1305.6,1305.6,1261.16,1264.74,1264.74,-40.8599999999999,1421600000
246,2000-12-21,2000,12,1264.74,1285.31,1254.07,1274.86,1274.86,10.11999999999989,1449900000
247,2000-12-22,2000,12,1274.86,1305.97,1274.86,1305.95,1305.95,31.090000000000146,1087100000
248,2000-12-26,2000,12,1305.97,1315.94,1301.64,1315.19,1315.19,9.220000000000027,806500000
249,2000-12-27,2000,12,1315.19,1332.03,1310.96,1328.92,1328.92,13.730000000000018,1092700000
250,2000-12-28,2000,12,1328.92,1335.93,1325.78,1334.22,1334.22,5.2999999999999545,1015300000
251,2000-12-29,2000,12,1334.22,1340.1,1317.51,1320.28,1320.28,-13.940000000000055,1035500000
252,2001-01-02,2001,1,1320.28,1320.28,1276.05,1283.27,1283.27,-37.00999999999999,1129400000
253,2001-01-03,2001,1,1283.27,1347.76,1274.62,1347.56,1347.56,64.28999999999996,1880700000
254,2001-01-04,2001,1,1347.56,1350.24,1329.14,1333.34,1333.34,-14.220000000000027,2131000000
255,2001-01-05,2001,1,1333.34,1334.77,1294.95,1298.35,1298.35,-34.99000000000001,1430800000
256,2001-01-08,2001,1,1298.35,1298.35,1276.29,1295.86,1295.86,-2.490000000000009,1115500000
257,2001-01-09,2001,1,1295.86,1311.72,1295.14,1300.8,1300.8,4.940000000000055,1191300000
258,2001-01-10,2001,1,1300.8,1313.76,1287.28,1313.27,1313.27,12.470000000000027,1296500000
259,2001-01-11,2001,1,1313.27,1332.19,1309.72,1326.82,1326.82,13.549999999999955,1411200000
260,2001-01-12,2001,1,1326.82,1333.21,1311.59,1318.55,1318.55,-8.269999999999982,1276000000
261,2001-01-16,2001,1,1318.32,1327.81,1313.33,1326.65,1326.65,8.330000000000155,1205700000
262,2001-01-17,2001,1,1326.65,1346.92,1325.41,1329.47,1329.47,2.8199999999999363,1349100000
263,2001-01-18,2001,1,1329.89,1352.71,1327.41,1347.97,1347.97,18.079999999999927,1445000000
264,2001-01-19,2001,1,1347.97,1354.55,1336.74,1342.54,1342.54,-5.430000000000064,1407800000
265,2001-01-22,2001,1,1342.54,1353.62,1333.84,1342.9,1342.9,0.36000000000012733,1164000000
266,2001-01-23,2001,1,1342.9,1362.9,1339.63,1360.4,1360.4,17.5,1232600000
