,Date,Datey,Datem,Open,High,Low,Close,Adj Close,Revenue,Volume
0,2000-01-03,2000,1,1469.25,1478.0,1438.36,1455.22,1455.22,-14.029999999999973,931800000
1,2000-01-04,2000,1,1455.22,1455.22,1397.43,1399.42,1399.42,-55.799999999999955,1009000000
2,2000-01-05,2000,1,1399.42,1413.27,1377.68,1402.11,1402.11,2.689999999999827,1085500000
3,2000-01-06,2000,1,1402.11,1411.9,1392.1,1403.45,1403.45,1.3400000000001455,1092300000
4,2000-01-07,2000,1,1403.45,1441.47,1400.73,1441.47,1441.47,38.01999999999998,1225200000
5,2000-01-10,2000,1,1441.47,1464.36,1441.47,1457.6,1457.6,16.12999999999988,1064800000
6,2000-01-11,2000,1,1457.6,1458.66,1434.42,1438.56,1438.56,-19.039999999999964,1014000000
7,2000-01-12,2000,1,1438.56,1442.6,1427.08,1432.25,1432.25,-6.309999999999945,974600000
8,2000-01-13,2000,1,1432.25,1454.2,1432.25,1449.68,1449.68,17.430000000000064,1030400000
9,2000-01-14,2000,1,1449.68,1473.0,1449.68,1465.15,1465.15,15.470000000000027,1085900000
10,2000-01-18,2000,1,1465.15,1465.15,1451.3,1455.14,1455.14,-10.009999999999991,1056700000
11,2000-01-19,2000,1,1455.14,1461.39,1448.68,1455.9,1455.9,0.7599999999999909,1087800000
12,2000-01-20,2000,1,1455.9,1465.71,1438.54,1445.57,1445.57,-10.330000000000155,1100700000
13,2000-01-21,2000,1,1445.57,1453.18,1439.6,1441.36,1441.36,-4.210000000000036,1209800000
14,2000-01-24,2000,1,1441.36,1454.09,1395.42,1401.53,1401.53,-39.82999999999993,1115800000
15,2000-01-25,2000,1,1401.53,1414.26,1388.49,1410.03,1410.03,8.5,1073700000
16,2000-01-26,2000,1,1410.03,1412.73,1400.16,1404.09,1404.09,-5.940000000000055,1117300000
17,2000-01-27,2000,1,1404.09,1418.86,1370.99,1398.56,1398.56,-5.529999999999973,1129500000
18,2000-01-28,2000,1,1398.56,1398.56,1356.2,1360.16,1360.16,-38.399999999999864,1095800000
19,2000-01-31,2000,1,1360.16,1394.48,1350.14,1394.46,1394.46,34.299999999999955,993800000
20,2000-02-01,2000,2,1394.46,1412.49,1384.79,1409.28,1409.28,14.819999999999936,981000000
21,2000-02-02,2000,2,1409.28,1420.61,1403.49,1409.12,1409.12,-0.16000000000008185,1038600000
22,2000-02-03,2000,2,1409.12,1425.78,1398.52,1424.97,1424.97,15.850000000000136,1146500000
23,2000-02-04,2000,2,1424.97,1435.91,1420.63,1424.37,1424.37,-0.6000000000001364,1045100000
24,2000-02-07,2000,2,1424.37,1427.15,1413.33,1424.24,1424.24,-0.12999999999988177,918100000
25,2000-02-08,2000,2,1424.24,1441.83,1424.24,1441.72,1441.72,17.480000000000018,1047700000
26,2000-02-09,2000,2,1441.72,1444.55,1411.65,1411.71,1411.71,-30.00999999999999,1050500000
27,2000-02-10,2000,2,1411.7,1422.1,1406.43,1416.83,1416.83,5.129999999999882,1058800000
28,2000-02-11,2000,2,1416.83,1416.83,1378.89,1387.12,1387.12,-29.710000000000036,1025700000
29,2000-02-14,2000,2,1387.12,1394.93,1380.53,1389.94,1389.94,2.8200000000001637,927300000
30,2000-02-15,2000,2,1389.94,1407.72,1376.25,1402.05,1402.05,12.1099999999999,1092100000
31,2000-02-16,2000,2,1402.05,1404.55,1385.58,1387.67,1387.67,-14.379999999999882,1018800000
32,2000-02-17,2000,2,1387.67,1399.88,1380.07,1388.26,1388.26,0.5899999999999181,1034800000
33,2000-02-18,2000,2,1388.26,1388.59,1345.32,1346.09,1346.09,-42.17000000000007,1042300000
34,2000-02-22,2000,2,1346.09,1358.11,1331.88,1352.17,1352.17,6.080000000000155,980000000
35,2000-02-23,2000,2,1352.17,1370.11,1342.44,1360.69,1360.69,8.519999999999982,993700000
36,2000-02-24,2000,2,1360.69,1364.8,1329.88,1353.43,1353.43,-7.259999999999991,1215000000
37,2000-02-25,2000,2,1353.43,1362.14,1329.15,1333.36,1333.36,-20.070000000000164,1065200000
38,2000-02-28,2000,2,1333.36,1360.82,1325.07,1348.05,1348.05,14.690000000000055,1026500000
39,2000-02-29,2000,2,1348.05,1369.63,1348.05,1366.42,1366.42,18.37000000000012,1204300000
40,2000-03-01,2000,3,1366.42,1383.46,1366.42,1379.19,1379.19,12.769999999999982,1274100000
41,2000-03-02,2000,3,1379.19,1386.56,1370.35,1381.76,1381.76,2.5699999999999363,1198600000
42,2000-03-03,2000,3,1381.76,1410.88,1381.76,1409.17,1409.17,27.410000000000082,1150300000
43,2000-03-06,2000,3,1409.17,1409.74,1384.75,1391.28,1391.28,-17.8900000000001,1029000000
44,2000-03-07,2000,3,1391.28,1399.21,1349.99,1355.62,1355.62,-35.66000000000008,1314100000
45,2000-03-08,2000,3,1355.62,1373.79,1346.62,1366.7,1366.7,11.080000000000155,1203000000
46,2000-03-09,2000,3,1366.7,1401.82,1357.88,1401.69,1401.69,34.99000000000001,1123000000
47,2000-03-10,2000,3,1401.69,1413.46,1392.07,1395.07,1395.07,-6.620000000000118,1138800000
48,2000-03-13,2000,3,1395.07,1398.39,1364.84,1383.62,1383.62,-11.450000000000045,1016100000
49,2000-03-14,2000,3,1383.62,1395.15,1359.15,1359.15,1359.15,-24.4699999999998,1094000000
50,2000-03-15,2000,3,1359.15,1397.99,1356.99,1392.14,1392.14,32.99000000000001,1302800000
51,2000-03-16,2000,3,1392.15,1458.47,1392.15,1458.47,1458.47,66.31999999999994,1482300000
52,2000-03-17,2000,3,1458.47,1477.33,1453.32,1464.47,1464.47,6.0,1295100000
53,2000-03-20,2000,3,1464.47,1470.3,1448.49,1456.63,1456.63,-7.839999999999918,920800000
54,2000-03-21,2000,3,1456.63,1493.92,1446.06,1493.87,1493.87,37.23999999999978,1065900000
55,2000-03-22,2000,3,1493.87,1505.08,1487.33,1500.64,1500.64,6.770000000000209,1075000000
56,2000-03-23,2000,3,1500.64,1532.5,1492.39,1527.35,1527.35,26.70999999999981,1078300000
57,2000-03-24,2000,3,1527.35,1552.87,1516.83,1527.46,1527.46,0.11000000000012733,1052200000
58,2000-03-27,2000,3,1527.46,1534.63,1518.46,1523.86,1523.86,-3.6000000000001364,901000000
59,2000-03-28,2000,3,1523.86,1527.36,1507.09,1507.73,1507.73,-16.12999999999988,959100000
60,2000-03-29,2000,3,1507.73,1521.45,1497.45,1508.52,1508.52,0.7899999999999636,1061900000
61,2000-03-30,2000,3,1508.52,1517.38,1474.63,1487.92,1487.92,-20.59999999999991,1193400000
62,2000-03-31,2000,3,1487.92,1519.81,1484.38,1498.58,1498.58,10.659999999999854,1227400000
63,2000-04-03,2000,4,1498.58,1507.19,1486.96,1505.97,1505.97,7.3900000000001,1021700000
64,2000-04-04,2000,4,1505.98,1526.45,1416.41,1494.73,1494.73,-11.25,1515460000
65,2000-04-05,2000,4,1494.73,1506.55,1478.05,1487.37,1487.37,-7.360000000000127,1110300000
66,2000-04-06,2000,4,1487.37,1511.76,1487.37,1501.34,1501.34,13.970000000000027,1008000000
67,2000-04-07,2000,4,1501.34,1518.68,1501.34,1516.35,1516.35,15.009999999999991,891600000
68,2000-04-10,2000,4,1516.35,1527.19,1503.35,1504.46,1504.46,-11.889999999999873,853700000
69,2000-04-11,2000,4,1504.46,1512.8,1486.78,1500.59,1500.59,-3.8700000000001182,971400000
70,2000-04-12,2000,4,1500.59,1509.08,1466.15,1467.17,1467.17,-33.419999999999845,1175900000
71,2000-04-13,2000,4,1467.17,1477.52,1439.34,1440.51,1440.51,-26.660000000000082,1032000000
72,2000-04-14,2000,4,1440.51,1440.51,1339.4,1356.56,1356.56,-83.95000000000005,1279700000
73,2000-04-17,2000,4,1356.56,1401.53,1346.5,1401.44,1401.44,44.88000000000011,1204700000
74,2000-04-18,2000,4,1401.44,1441.61,1397.81,1441.61,1441.61,40.169999999999845,1109400000
75,2000-04-19,2000,4,1441.61,1447.69,1424.26,1427.47,1427.47,-14.139999999999873,1001400000
76,2000-04-20,2000,4,1427.47,1435.49,1422.08,1434.54,1434.54,7.069999999999936,896200000
77,2000-04-24,2000,4,1434.54,1434.54,1407.13,1429.86,1429.86,-4.680000000000064,868700000
78,2000-04-25,2000,4,1429.86,1477.67,1429.86,1477.44,1477.44,47.580000000000155,1071100000
79,2000-04-26,2000,4,1477.44,1482.94,1456.98,1460.99,1460.99,-16.450000000000045,999600000
80,2000-04-27,2000,4,1460.99,1469.21,1434.81,1464.92,1464.92,3.9300000000000637,1111000000
81,2000-04-28,2000,4,1464.92,1473.62,1448.15,1452.43,1452.43,-12.490000000000009,984600000
82,2000-05-01,2000,5,1452.43,1481.51,1452.43,1468.25,1468.25,15.819999999999936,966300000
83,2000-05-02,2000,5,1468.25,1468.25,1445.22,1446.29,1446.29,-21.960000000000036,1011500000
84,2000-05-03,2000,5,1446.29,1446.29,1398.36,1415.1,1415.1,-31.190000000000055,991600000
85,2000-05-04,2000,5,1415.1,1420.99,1404.94,1409.57,1409.57,-5.529999999999973,925800000
86,2000-05-05,2000,5,1409.57,1436.03,1405.08,1432.63,1432.63,23.060000000000173,805500000
87,2000-05-08,2000,5,1432.63,1432.63,1417.05,1424.17,1424.17,-8.460000000000036,787600000
88,2000-05-09,2000,5,1424.17,1430.28,1401.85,1412.14,1412.14,-12.029999999999973,896600000
89,2000-05-10,2000,5,1412.14,1412.14,1375.14,1383.05,1383.05,-29.090000000000146,1006400000
90,2000-05-11,2000,5,1383.05,1410.26,1383.05,1407.81,1407.81,24.75999999999999,953600000
91,2000-05-12,2000,5,1407.81,1430.13,1407.81,1420.96,1420.96,13.150000000000091,858200000
92,2000-05-15,2000,5,1420.96,1452.39,1416.54,1452.36,1452.36,31.399999999999864,854600000
93,2000-05-16,2000,5,1452.36,1470.4,1450.76,1466.04,1466.04,13.680000000000064,955500000
94,2000-05-17,2000,5,1466.04,1466.04,1441.67,1447.8,1447.8,-18.24000000000001,820500000
95,2000-05-18,2000,5,1447.8,1458.04,1436.59,1437.21,1437.21,-10.589999999999918,807900000
96,2000-05-19,2000,5,1437.21,1437.21,1401.74,1406.95,1406.95,-30.25999999999999,853700000
97,2000-05-22,2000,5,1406.95,1410.55,1368.73,1400.72,1400.72,-6.230000000000018,869000000
98,2000-05-23,2000,5,1400.72,1403.77,1373.43,1373.86,1373.86,-26.860000000000127,869900000
99,2000-05-24,2000,5,1373.86,1401.75,1361.09,1399.05,1399.05,25.190000000000055,1152300000
100,2000-05-25,2000,5,1399.05,1411.65,1373.93,1381.52,1381.52,-17.529999999999973,984500000
101,2000-05-26,2000,5,1381.52,1391.42,1369.75,1378.02,1378.02,-3.5,722600000
102,2000-05-30,2000,5,1378.02,1422.45,1378.02,1422.45,1422.45,44.430000000000064,844200000
103,2000-05-31,2000,5,1422.44,1434.49,1415.5,1420.6,1420.6,-1.8400000000001455,960500000
104,2000-06-01,2000,6,1420.6,1448.81,1420.6,1448.81,1448.81,28.210000000000036,960100000
105,2000-06-02,2000,6,1448.81,1483.23,1448.81,1477.26,1477.26,28.450000000000045,1162400000
106,2000-06-05,2000,6,1477.26,1477.28,1464.68,1467.63,1467.63,-9.629999999999882,838600000
107,2000-06-06,2000,6,1467.63,1471.36,1454.74,1457.84,1457.84,-9.790000000000191,950100000
108,2000-06-07,2000,6,1457.84,1474.64,1455.06,1471.36,1471.36,13.519999999999982,854600000
109,2000-06-08,2000,6,1471.36,1475.65,1456.49,1461.67,1461.67,-9.689999999999827,854300000
110,2000-06-09,2000,6,1461.67,1472.67,1454.96,1456.95,1456.95,-4.720000000000027,786000000
111,2000-06-12,2000,6,1456.95,1462.93,1445.99,1446.0,1446.0,-10.950000000000045,774100000
112,2000-06-13,2000,6,1446.0,1470.42,1442.38,1469.44,1469.44,23.440000000000055,935900000
113,2000-06-14,2000,6,1469.44,1483.62,1467.71,1470.54,1470.54,1.099999999999909,929700000
114,2000-06-15,2000,6,1470.54,1482.04,1464.62,1478.73,1478.73,8.190000000000055,1011400000
115,2000-06-16,2000,6,1478.73,1480.77,1460.42,1464.46,1464.46,-14.269999999999982,1250800000
116,2000-06-19,2000,6,1464.46,1488.93,1459.05,1486.0,1486.0,21.539999999999964,921700000
117,2000-06-20,2000,6,1486.0,1487.32,1470.18,1475.95,1475.95,-10.049999999999955,1031500000
118,2000-06-21,2000,6,1475.95,1482.19,1468.0,1479.13,1479.13,3.1800000000000637,1009600000
119,2000-06-22,2000,6,1479.13,1479.13,1448.03,1452.18,1452.18,-26.950000000000045,1022700000
120,2000-06-23,2000,6,1452.18,1459.94,1438.31,1441.48,1441.48,-10.700000000000045,847600000
121,2000-06-26,2000,6,1441.48,1459.66,1441.48,1455.31,1455.31,13.829999999999927,889000000
122,2000-06-27,2000,6,1455.31,1463.35,1450.55,1450.55,1450.55,-4.759999999999991,1042500000
123,2000-06-28,2000,6,1450.55,1467.63,1450.55,1454.82,1454.82,4.269999999999982,1095100000
124,2000-06-29,2000,6,1454.82,1455.14,1434.63,1442.39,1442.39,-12.429999999999836,1110900000
125,2000-06-30,2000,6,1442.39,1454.68,1438.71,1454.6,1454.6,12.209999999999809,1459700000
126,2000-07-03,2000,7,1454.6,1469.58,1450.85,1469.54,1469.54,14.940000000000055,451900000
127,2000-07-05,2000,7,1469.54,1469.54,1442.45,1446.23,1446.23,-23.309999999999945,1019300000
128,2000-07-06,2000,7,1446.23,1461.65,1439.56,1456.67,1456.67,10.440000000000055,947300000
129,2000-07-07,2000,7,1456.67,1484.12,1456.67,1478.9,1478.9,22.230000000000018,931700000
